"product_id","name","description","created_at","is_archived","sku"
"f14e933c-556b-40ad-ad99-99fd0605ec78","Men's Work Jacket","A durable work jacket designed for outdoor work environments. Features water-resistant fabric and multiple pockets.","2025-05-05 20:08:11.311478",False,"MWJ029"
"4070065a-cd43-4301-a136-e0fd51d56516","Men's Pajama Set","A comfortable pajama set designed for a good night's sleep. Includes a shirt and pants made from soft cotton.","2025-05-05 20:08:11.520264",False,"MPS030"
"3623f561-9cb9-445f-8797-e42235f15592","Men's Boxer Briefs","Comfortable boxer briefs designed for all-day wear. Made from soft and breathable cotton.","2025-05-05 20:08:11.75733",False,"MBB031"
"c1b32a8d-e236-4120-b058-491741b4eaf0","Men's Briefs","Classic briefs designed for comfort and support. Made from soft and breathable cotton.","2025-05-05 20:08:11.988594",False,"MB032"
"bcd16de3-270d-4b80-b3ff-876888a9758d","Men's Ankle Socks","Comfortable ankle socks designed for everyday wear. Made from soft and breathable cotton blend.","2025-05-05 20:08:12.228184",False,"MAS033"
"3f08ed9e-ab7d-4d0b-a863-17d5a5989ba3","Men's Crew Socks","Classic crew socks designed for comfort and durability. Made from soft and breathable cotton blend.","2025-05-05 20:08:12.435812",False,"MCS034"
"71918bab-77a7-4de6-8a56-b33d9c0dffff","Men's Dress Socks","Elegant dress socks designed for formal occasions. Made from soft and breathable cotton blend.","2025-05-05 20:08:12.637218",False,"MDS035"
"8bfd9c6a-74c4-48e4-99ce-70d03039f6ef","Men's Athletic Socks","High-performance athletic socks designed for intense workouts. Features moisture-wicking fabric to keep you dry.","2025-05-05 20:08:12.862229",False,"MAS036"
"4684f70d-57f1-4df0-aa10-1cb921cb20cb","Men's Compression Socks","Compression socks designed to support muscles during workouts. Provides a snug fit for enhanced performance.","2025-05-05 20:08:13.091771",False,"MCS037"
"04448f56-7845-4955-8a13-db3481c4f95a","Men's Hiking Socks","Durable hiking socks designed for outdoor adventures. Features cushioned sole for comfort and support.","2025-05-05 20:08:13.301368",False,"MHS038"
"3674331b-fd2f-48b5-8296-e997f79103f0","Men's Running Shoes","Lightweight and breathable running shoes designed for comfort and performance. Features cushioned sole for support.","2025-05-05 20:08:13.506305",False,"MRS039"
"7323dd01-e23a-4e60-8b33-cc1ffc777a22","Men's Trail Running Shoes","Durable trail running shoes designed for outdoor adventures. Features grippy sole for traction and support.","2025-05-05 20:08:13.728327",False,"MTRS040"
"6c3644e4-2b67-4412-a3c1-7538fe79015e","Men's Hiking Boots","Durable and comfortable hiking boots designed for outdoor adventures. Features waterproof fabric and grippy sole.","2025-05-05 20:08:13.951803",False,"MHB041"
"d18492a1-b08c-4411-9b07-0dce076e6751","Men's Casual Sneakers","Stylish and comfortable casual sneakers designed for everyday wear. Features breathable fabric and cushioned sole.","2025-05-05 20:08:14.177711",False,"MCS042"
"3fb80769-6bb4-4e66-9f03-2f4524222b86","Men's Dress Shoes","Elegant dress shoes designed for formal occasions. Features leather upper and cushioned sole.","2025-05-05 20:08:14.635954",False,"MDS044"
"8f9a0603-42fb-458e-a21c-3e6c1e58b37d","Men's Boxer Shorts","Comfortable boxer shorts designed for sleep and lounging. Made from soft and breathable cotton.","2025-05-05 20:08:17.093266",False,"MBS054"
"ba6ffcf9-28d0-4030-af9f-9a7e698e932d","Men's Compression Shorts","Compression shorts designed to support muscles during workouts. Provides a snug fit for enhanced performance.","2025-05-05 20:08:18.59035",False,"MCS061"
"97fe9be0-dc12-42db-8ad3-bd050a31db27","Men's Casual Shorts","Stylish casual shorts designed for everyday wear. Made from soft and durable cotton.","2025-05-05 20:08:18.989271",False,"MCS063"
"dc72fc26-7c40-4a0d-bbb9-ba3413c59984","Men's Slippers","Comfortable slippers designed for indoor wear. Features soft and breathable fabric.","2025-05-05 20:08:14.405156",False,"MSL043"
"62ee8807-aae1-4feb-8261-db2d3b9333f8","Men's Sandals","Comfortable sandals designed for casual wear. Features adjustable straps and cushioned sole.","2025-05-05 20:08:14.883728",False,"MSA045"
"22f5698d-6798-4a8f-9de3-ac3f72ccbbe7","Men's Flip Flops","Lightweight and comfortable flip flops designed for casual wear. Features cushioned sole for support.","2025-05-05 20:08:15.130145",False,"MFF046"
"7ff6fe91-9096-4eaa-9ddf-e0f772c62c52","Men's Rain Boots","Waterproof rain boots designed for wet weather. Features grippy sole for traction.","2025-05-05 20:08:15.80925",False,"MRB048"
"a1724599-b1ff-44d3-bddf-2c7e3f488552","Men's Formal Suit","A classic formal suit designed for special occasions. Includes a jacket and pants made from premium wool blend.","2025-05-05 20:08:16.035767",False,"MFS049"
"c22697c2-3cab-433e-b795-d382550b11bf","Men's Blazer","A stylish blazer designed for both casual and formal occasions. Made from premium wool blend.","2025-05-05 20:08:16.272223",False,"MB050"
"171332da-5bd8-4def-9b30-1ad2e1531a66","Men's Dress Pants","Classic dress pants designed for formal occasions. Made from premium wool blend.","2025-05-05 20:08:16.514754",False,"MDP051"
"4ce15005-5060-41ed-992f-e2746ceb9586","Men's Sleepwear","Comfortable sleepwear set designed for a good night's sleep. Includes a shirt and pants made from soft cotton.","2025-05-05 20:08:16.757766",False,"MSW052"
"de51f93a-fa59-495a-8e83-ee7e23caa87a","Men's Thermal Underwear","Warm thermal underwear designed for cold weather. Made from soft and insulating fabric.","2025-05-05 20:08:17.307352",False,"MTU055"
"130ee3aa-f531-4830-aea1-cbaae988fe58","Men's Long Johns","Warm long johns designed for cold weather. Made from soft and insulating fabric.","2025-05-05 20:08:17.517965",False,"MLJ056"
"0d04fcf5-8637-4a74-859f-1ddc37da0685","Men's Work Gloves","Durable work gloves designed for protection and comfort. Features reinforced palms and breathable fabric.","2025-05-05 20:08:17.752348",False,"MWG057"
"26326fd2-8a84-44b2-8e69-0399614136b9","Men's Winter Gloves","Insulated winter gloves designed for cold weather. Features waterproof fabric and grippy palm.","2025-05-05 20:08:17.960354",False,"MWIG058"
"c2a73ca0-b476-4786-b8a0-03e4a9f29a61","Men's Athletic Shorts","Comfortable athletic shorts designed for intense workouts. Features moisture-wicking fabric to keep you dry.","2025-05-05 20:08:18.362751",False,"MAS060"
"c42a9bd4-8561-47df-9a03-cc91ed9d0ef7","Men's Board Shorts","Stylish board shorts designed for swimming and beachwear. Made from quick-drying fabric.","2025-05-05 20:08:19.579383",False,"MBS066"
"84136c18-bb23-4504-b572-4b59dfe8b882","Men's Winter Boots","Insulated winter boots designed for cold weather. Features waterproof fabric and grippy sole.","2025-05-05 20:08:15.574517",False,"MWB047"
"dba7f7db-3f72-4d68-8727-55635bc38da7","Men's Robe","A plush robe designed for relaxation and comfort. Made from soft and absorbent cotton.","2025-05-05 20:08:16.988553",False,"MR053"
"41ac718c-4618-443e-82c1-4db64f0a938c","Men's Dress Gloves","Elegant dress gloves designed for formal occasions. Made from soft and breathable leather.","2025-05-05 20:08:18.163039",False,"MDG059"
"94ee8c34-345a-46e1-8198-1e0b3bce303d","Men's Running Shorts","Lightweight running shorts designed for comfort and performance. Features breathable fabric and built-in liner.","2025-05-05 20:08:18.793963",False,"MRS062"
"27c918bf-eb80-4ba2-a45e-e14dadc3bc5f","Men's Cargo Shorts","Practical cargo shorts designed for everyday wear. Features multiple pockets for storage.","2025-05-05 20:08:19.177599",False,"MCS064"
"4ba96c59-dccc-4ff7-a824-0f139c76d5d5","Men's Swim Trunks","Comfortable swim trunks designed for swimming and beachwear. Made from quick-drying fabric.","2025-05-05 20:08:19.374762",False,"MST065"
"a7fae212-494d-442e-ad95-72cac6cd90bc","Women's Classic Fit T-Shirt","A classic fit t-shirt perfect for everyday wear. Made from 100% cotton for comfort and durability.","2025-05-05 20:24:41.00404",False,"WCF001"
"b0d909a2-ea71-453b-8468-edda64e0181e","Women's Athletic Performance Tee","A high-performance t-shirt designed for intense workouts. Features moisture-wicking fabric to keep you dry and comfortable.","2025-05-05 20:24:41.323311",False,"WAPT002"
"f26c61a0-16a9-4e82-8aac-16280cfe5059","Women's Formal Blouse","A stylish blouse perfect for formal occasions. Made from premium silk for a smooth and elegant look.","2025-05-05 20:24:41.53572",False,"WFB003"
"2f1f0ffc-6474-481b-80bc-fbafc893a719","Women's Casual V-Neck T-Shirt","A comfortable v-neck t-shirt ideal for casual outings. Soft and breathable fabric ensures all-day comfort.","2025-05-05 20:24:41.72816",False,"WCVN004"
"29774e95-0b91-478a-87e1-2f62ccc4f832","Women's Slim Fit T-Shirt","A slim fit t-shirt that offers a modern and sleek look. Perfect for both casual and semi-formal occasions.","2025-05-05 20:24:41.914559",False,"WSFT005"
"6fe49dcb-3ebc-456e-8cdd-063dee91c977","Women's Graphic Print T-Shirt","A trendy graphic print t-shirt that adds a stylish touch to your casual wardrobe. Made from soft cotton for comfort.","2025-05-05 20:24:42.103786",False,"WGPT006"
"4f39564a-f7fa-4b28-ac50-2b2305f11b7e","Women's Long Sleeve T-Shirt","A comfortable long sleeve t-shirt perfect for cooler weather. Made from soft and durable cotton.","2025-05-05 20:24:42.286729",False,"WLST007"
"ea18de7e-778e-49d0-a9ba-a8000947950d","Women's Polo T-Shirt","A classic polo t-shirt with a collar and button placket. Ideal for both casual and semi-formal occasions.","2025-05-05 20:24:42.471729",False,"WP008"
"d2ccb6ca-2820-4960-9bc9-cf359e39cec7","Women's Raglan Sleeve T-Shirt","A stylish raglan sleeve t-shirt with contrasting sleeves. Perfect for a casual and sporty look.","2025-05-05 20:24:42.654114",False,"WRST009"
"501e750b-60ae-4375-a810-f4838870781d","Women's Henley T-Shirt","A classic henley t-shirt with a button-up neckline. Ideal for a casual yet polished look.","2025-05-05 20:24:42.844727",False,"WH010"
"ba2bc253-34ff-4a0f-9dcf-1f68c2b26c6e","Women's Pocket T-Shirt","A casual t-shirt with a chest pocket for a classic look. Made from soft and breathable cotton.","2025-05-05 20:24:43.027797",False,"WP011"
"94379d03-de8d-40db-a9f7-7f67c006268a","Women's Striped T-Shirt","A stylish striped t-shirt perfect for a casual yet trendy look. Made from soft and comfortable cotton.","2025-05-05 20:24:43.209534",False,"WST012"
"6cd786bb-8479-4aaf-88f3-61fed33927ca","Women's Workout T-Shirt","A high-performance workout t-shirt designed for intense training sessions. Features moisture-wicking fabric to keep you dry.","2025-05-05 20:24:43.416001",False,"WWT013"
"effd554f-e528-4412-8b0d-15dea113782b","Women's Compression T-Shirt","A compression t-shirt designed to support muscles during workouts. Provides a snug fit for enhanced performance.","2025-05-05 20:24:43.595285",False,"WCT014"
"f9dfbac1-6018-4e5f-a87d-6d16564f8e98","Women's Quick-Dry T-Shirt","A quick-dry t-shirt perfect for high-intensity workouts. Keeps you cool and comfortable with its advanced fabric technology.","2025-05-05 20:24:43.782221",False,"WQDT015"
"ae3c6ccd-fe54-469c-99f9-2e1808b62360","Women's Running T-Shirt","A lightweight running t-shirt designed for comfort and performance. Features reflective details for safety during night runs.","2025-05-05 20:24:43.960533",False,"WRT016"
"c5eeef97-96d9-4b27-b638-7cbac839dedb","Women's Formal V-Neck Blouse","A elegant v-neck blouse perfect for formal occasions. Made from premium silk for a refined look.","2025-05-05 20:24:44.147434",False,"WFVN017"
"252e3ee3-ff43-47ec-a47f-ddd7921a2ea8","Women's Sleeveless T-Shirt","A sleeveless t-shirt perfect for hot weather or intense workouts. Made from breathable and lightweight fabric.","2025-05-05 20:24:44.377504",False,"WST018"
"9ab4d40d-cdf0-45b7-ac21-05cd3414773f","Women's Muscle T-Shirt","A muscle t-shirt designed to showcase your physique. Perfect for workouts or casual wear.","2025-05-05 20:24:44.567953",False,"WMT019"
"89760c5e-62f1-460c-9b44-db467bb393eb","Women's Tank Top","A stylish tank top perfect for casual wear or workouts. Made from soft and breathable cotton.","2025-05-05 20:24:44.759528",False,"WT020"
"7e07d98e-97f8-44f7-bc5b-7724d8a2af43","Women's Crew Neck T-Shirt","A classic crew neck t-shirt perfect for everyday wear. Made from soft and durable cotton.","2025-05-05 20:24:44.955432",False,"WCNT021"
"b9644037-c4cd-42d6-8b46-537c35d0c24a","Women's Short Sleeve Henley T-Shirt","A short sleeve henley t-shirt with a button-up neckline. Perfect for a casual yet polished look.","2025-05-05 20:24:45.15294",False,"WSSHT022"
"193b068e-1182-4f27-a0a2-a2415fc7ec55","Women's Long Sleeve Henley T-Shirt","A long sleeve henley t-shirt with a button-up neckline. Ideal for cooler weather and a casual look.","2025-05-05 20:24:45.343682",False,"WLHT023"
"f5a133ad-7b63-49b1-a751-413ab080ad54","Women's Graphic Print Crew Neck T-Shirt","A trendy graphic print crew neck t-shirt that adds a stylish touch to your casual wardrobe. Made from soft cotton for comfort.","2025-05-05 20:24:45.527362",False,"WGPCNT024"
"6bdbbdea-b5e5-4376-a443-e8fc79612af1","Women's Work Boots","Durable and comfortable work boots designed for long hours on the job. Features steel toe protection.","2025-05-05 20:24:45.720343",False,"WWB025"
"a2c37e8f-db1f-4296-bfbf-805dfe591fed","Women's Safety Shoes","Lightweight and breathable safety shoes with composite toe protection. Ideal for indoor work environments.","2025-05-05 20:24:45.96598",False,"WSS026"
"ddd5c1e3-edc7-49f7-b62c-2a520f4406fb","Women's Work Pants","Durable work pants designed for comfort and flexibility. Features multiple pockets for tools and accessories.","2025-05-05 20:24:46.199672",False,"WWP027"
"74304c23-b631-4e3a-a76e-6e862ffdc859","Women's Work Shirt","A durable work shirt designed for comfort and flexibility. Features breathable fabric and multiple pockets.","2025-05-05 20:24:46.412751",False,"WWS028"
"6c2afb93-1ede-4d8a-87ac-7bec3b55a15a","Women's Work Jacket","A durable work jacket designed for outdoor work environments. Features water-resistant fabric and multiple pockets.","2025-05-05 20:24:46.599536",False,"WWJ029"
"5442a234-a8c7-4563-ae3b-adfb8acb6f77","Women's Pajama Set","A comfortable pajama set designed for a good night's sleep. Includes a shirt and pants made from soft cotton.","2025-05-05 20:24:46.784686",False,"WPJS030"
"5e7a7d25-6e3f-471b-a0fe-05c027cf14df","Women's Boxer Briefs","Comfortable boxer briefs designed for all-day wear. Made from soft and breathable cotton.","2025-05-05 20:24:47.002453",False,"WBB031"
"8235cb8b-74c1-409a-9607-566974f73a4f","Women's Briefs","Classic briefs designed for comfort and support. Made from soft and breathable cotton.","2025-05-05 20:24:47.219536",False,"WB032"
"07661481-11a4-4144-a488-db02acafdc72","Women's Ankle Socks","Comfortable ankle socks designed for everyday wear. Made from soft and breathable cotton blend.","2025-05-05 20:24:47.438958",False,"WAS033"
"b54a523e-8c3e-48ad-9c8b-ad786651e7cf","Women's Crew Socks","Classic crew socks designed for comfort and durability. Made from soft and breathable cotton blend.","2025-05-05 20:24:47.618912",False,"WCS034"
"ec842ef3-7f40-4765-bb30-36337813e9c0","Women's Dress Socks","Elegant dress socks designed for formal occasions. Made from soft and breathable cotton blend.","2025-05-05 20:24:47.807738",False,"WDS035"
"2f87ed1f-a469-44ca-9139-15f40e87cec4","Women's Athletic Socks","High-performance athletic socks designed for intense workouts. Features moisture-wicking fabric to keep you dry.","2025-05-05 20:24:47.999357",False,"WAS036"
"43dfa8f0-3cc8-4ba2-ac6a-babb2aca8d20","Women's Compression Socks","Compression socks designed to support muscles during workouts. Provides a snug fit for enhanced performance.","2025-05-05 20:24:48.188734",False,"WCS037"
"9e92c05f-4fc2-4644-85f4-e887b4349d27","Women's Hiking Socks","Durable hiking socks designed for outdoor adventures. Features cushioned sole for comfort and support.","2025-05-05 20:24:48.374739",False,"WHS038"
"33e238d4-b9cf-448e-b3ee-e97ec6edcede","Women's Dress Shoes","Elegant dress shoes designed for formal occasions. Features leather upper and cushioned sole.","2025-05-05 20:24:49.636881",False,"WDS044"
"59e032f8-65b3-458f-a502-bc20f10d9c48","Women's Sandals","Comfortable sandals designed for casual wear. Features adjustable straps and cushioned sole.","2025-05-05 20:24:49.851141",False,"WS045"
"e131a745-5ede-4ab2-82e8-46b7adfe536c","Women's Flip Flops","Lightweight and comfortable flip flops designed for casual wear. Features cushioned sole for support.","2025-05-05 20:24:50.058296",False,"WFF046"
"e5535c1f-45e3-479f-9027-79e5d59be8be","Women's Winter Boots","Insulated winter boots designed for cold weather. Features waterproof fabric and grippy sole.","2025-05-05 20:24:50.267669",False,"WWB047"
"92b3c347-c5f3-4890-915a-c362f6739d66","Women's Rain Boots","Waterproof rain boots designed for wet weather. Features grippy sole for traction.","2025-05-05 20:24:50.485067",False,"WRB048"
"bfe29938-e6e8-4870-938e-8373b00e14ec","Women's Sleepwear","Comfortable sleepwear set designed for a good night's sleep. Includes a shirt and pants made from soft cotton.","2025-05-05 20:24:51.356504",False,"WSW052"
"8aa85b30-6824-4102-9540-fdb79d1b4c7b","Women's Robe","A plush robe designed for relaxation and comfort. Made from soft and absorbent cotton.","2025-05-05 20:24:51.577671",False,"WR053"
"8f1cb271-8b90-42fa-94ca-dfe9b79b9ae7","Women's Dress Gloves","Elegant dress gloves designed for formal occasions. Made from soft and breathable leather.","2025-05-05 20:24:52.755477",False,"WDG059"
"8810e145-97ef-4a77-ba75-abfe8116f48d","Women's Running Shorts","Lightweight running shorts designed for comfort and performance. Features breathable fabric and built-in liner.","2025-05-05 20:24:53.327214",False,"WRS062"
"df87aeb2-87f8-4cb4-9974-d015e5f58e0c","Women's Cargo Shorts","Practical cargo shorts designed for everyday wear. Features multiple pockets for storage.","2025-05-05 20:24:53.676588",False,"WCS064"
"99de85fb-ce17-4afb-9db2-95e65f07f1e4","Women's Swim Trunks","Comfortable swim trunks designed for swimming and beachwear. Made from quick-drying fabric.","2025-05-05 20:24:53.872408",False,"WST065"
"0efdbc1d-fb81-495c-b946-3c270b0ebdf1","Women's Running Shoes","Lightweight and breathable running shoes designed for comfort and performance. Features cushioned sole for support.","2025-05-05 20:24:48.580381",False,"WRS039"
"1686ee8a-7e0c-4f15-8fd6-4f0cc0287a49","Women's Trail Running Shoes","Durable trail running shoes designed for outdoor adventures. Features grippy sole for traction and support.","2025-05-05 20:24:48.795038",False,"WTRS040"
"c0b61fe3-d303-48e6-a6da-826c779fa15e","Women's Hiking Boots","Durable and comfortable hiking boots designed for outdoor adventures. Features waterproof fabric and grippy sole.","2025-05-05 20:24:49.008319",False,"WHB041"
"bb2a1caa-cf88-4c07-b469-545a06e45df9","Women's Boxer Shorts","Comfortable boxer shorts designed for sleep and lounging. Made from soft and breathable cotton.","2025-05-05 20:24:51.669156",False,"WBS054"
"0a50c36a-92cd-4628-af70-bfa95e24ae2e","Women's Compression Shorts","Compression shorts designed to support muscles during workouts. Provides a snug fit for enhanced performance.","2025-05-05 20:24:53.132636",False,"WCS061"
"0f0c4892-9c13-4f49-8db0-64f45c73ac72","Women's Casual Shorts","Stylish casual shorts designed for everyday wear. Made from soft and durable cotton.","2025-05-05 20:24:53.507479",False,"WCS063"
"7956b013-3d92-40d6-8dff-22f101208b7a","Women's Casual Sneakers","Stylish and comfortable casual sneakers designed for everyday wear. Features breathable fabric and cushioned sole.","2025-05-05 20:24:49.226907",False,"WCS042"
"f303a5e5-1b0a-49de-9f7f-76ad22454291","Women's Slippers","Comfortable slippers designed for indoor wear. Features soft and breathable fabric.","2025-05-05 20:24:49.448347",False,"WSL043"
"2148b254-5104-4ff5-b911-16279aa3d46c","Women's Formal Suit","A classic formal suit designed for special occasions. Includes a jacket and pants made from premium wool blend.","2025-05-05 20:24:50.700644",False,"WFS049"
"9ba0fddd-c286-4349-ad70-38ab09765308","Women's Blazer","A stylish blazer designed for both casual and formal occasions. Made from premium wool blend.","2025-05-05 20:24:50.912297",False,"WB050"
"3963ef65-c59e-4508-810a-54a2744a3170","Women's Dress Pants","Classic dress pants designed for formal occasions. Made from premium wool blend.","2025-05-05 20:24:51.145497",False,"WDP051"
"de1e080b-9ed5-4a1b-9c9e-c356d4a4260a","Women's Thermal Underwear","Warm thermal underwear designed for cold weather. Made from soft and insulating fabric.","2025-05-05 20:24:51.885626",False,"WTU055"
"db88c997-1697-4173-9104-366811240e86","Women's Long Johns","Warm long johns designed for cold weather. Made from soft and insulating fabric.","2025-05-05 20:24:52.13246",False,"WLJ056"
"db987b08-6148-499d-9c70-d4edb27e94fc","Women's Work Gloves","Durable work gloves designed for protection and comfort. Features reinforced palms and breathable fabric.","2025-05-05 20:24:52.388362",False,"WWG057"
"7269178d-55b5-4315-bc70-f9aba92c6eec","Women's Winter Gloves","Insulated winter gloves designed for cold weather. Features waterproof fabric and grippy palm.","2025-05-05 20:24:52.576866",False,"WWIG058"
"7f59054d-f411-4ecb-ba96-8dd09a956a7a","Women's Athletic Shorts","Comfortable athletic shorts designed for intense workouts. Features moisture-wicking fabric to keep you dry.","2025-05-05 20:24:52.938858",False,"WAS060"
"0fc552fc-c46a-4088-8c56-35b7230d15ef","Women's Board Shorts","Stylish board shorts designed for swimming and beachwear. Made from quick-drying fabric.","2025-05-05 20:24:54.067077",False,"WBS066"
"20d27472-8340-415d-af30-46b3b87b97b3","Women's Ankle Socks with Lace","Comfortable ankle socks with lace detail designed for everyday wear. Made from soft and breathable cotton blend.","2025-05-05 20:28:05.184677",False,"WASL067"
"efff7607-75d0-40b1-b7cf-326e7af073b5","Women's Crew Socks with Stripes","Classic crew socks with stripes designed for comfort and durability. Made from soft and breathable cotton blend.","2025-05-05 20:28:05.459401",False,"WCSS068"
"608fb107-a31d-43af-95e8-09ea3b95bc72","Women's Knee-High Socks","Warm knee-high socks designed for cold weather. Made from soft and insulating fabric.","2025-05-05 20:28:05.724523",False,"WKHS069"
"bb48ec61-7597-4824-9642-3923a12bd0c2","Women's Athletic Socks with Cushion","High-performance athletic socks with cushioning designed for intense workouts. Features moisture-wicking fabric to keep you dry.","2025-05-05 20:28:05.9962",False,"WASC070"
"9c78b2c4-5c7e-482f-828c-300abdfcc86b","Women's Compression Socks with Arch Support","Compression socks with arch support designed to support muscles during workouts. Provides a snug fit for enhanced performance.","2025-05-05 20:28:06.160677",False,"WCSA071"
